First Name,Last Name,Gender,Date of Birth,Age in Yrs.,Weight in Kgs.,Date of Joining,Year of Joining,DOW of Joining,Age in Company (Years),Initial Salary,Salary increase % ,State,Region
Lionel,Numbers,M,1/3/1969,48.6,50,5/1/2014,2014,Thursday,3.24,45938,15%,FL,South
Harley,Shivers,M,4/19/1975,42.3,66,7/20/1999,1999,Tuesday,18.04,193365,21%,IL,Midwest
Newton,Bronson,M,2/11/1977,40.48,88,3/30/1999,1999,Tuesday,18.34,187170,27%,NC,South
Laureen,Sharp,F,10/24/1987,29.78,54,8/12/2016,2016,Friday,0.96,167501,25%,FL,South
Ivey,Cade,F,8/30/1974,42.94,49,10/8/1996,1996,Tuesday,20.82,51263,23%,NC,South
Neta,Isaacson,F,5/15/1982,35.23,50,12/30/2003,2003,Tuesday,13.59,195710,1%,TX,South
Marcos,Plummer,M,4/13/1958,59.33,81,11/1/1995,1995,Wednesday,21.75,165172,24%,IA,Midwest
Ollie,Mitchell,M,6/8/1972,45.17,83,11/29/2002,2002,Friday,14.67,158378,22%,TN,South
Micheal,Mcewen,M,2/3/1976,41.51,75,9/11/2013,2013,Wednesday,3.88,183986,15%,WV,South
Garth,Finley,M,4/4/1967,50.35,58,4/9/1989,1989,Sunday,28.32,161487,20%,WA,West
Josef,Rayford,M,3/29/1960,57.37,78,6/15/2007,2007,Friday,10.13,176007,13%,ID,West
Dewayne,Ngo,M,8/19/1984,32.96,71,7/25/2010,2010,Sunday,7.01,121381,11%,PA,Northeast
Eduardo,Samuel,M,12/5/1958,58.68,52,10/21/2008,2008,Tuesday,8.77,188453,25%,NY,Northeast
Sondra,Jack,F,7/9/1995,22.07,46,2/13/2017,2017,Monday,0.45,187657,7%,RI,Northeast
Teodoro,Steiner,M,6/1/1988,29.18,84,6/21/2009,2009,Sunday,8.11,178786,13%,MT,West
Russel,Self,M,4/8/1995,22.32,60,3/3/2017,2017,Friday,0.4,69177,15%,AR,South
Jordan,Shannon,M,9/30/1972,44.85,71,2/22/2008,2008,Friday,9.44,196666,16%,WV,South
Ariel,Crosby,M,9/8/1967,49.92,84,7/30/2012,2012,Monday,5,168215,30%,NY,Northeast
Buck,Hidalgo,M,1/7/1966,51.59,74,7/6/2008,2008,Sunday,9.07,101526,21%,TX,South
Cleveland,Dion,M,10/22/1975,41.79,78,3/14/2016,2016,Monday,1.37,107714,14%,CA,West
Thuy,Alley,F,8/28/1994,22.93,60,10/8/2016,2016,Saturday,0.8,60781,22%,WV,South
Cleo,Justice,F,7/5/1989,28.08,43,7/12/2011,2011,Tuesday,6.05,196686,19%,IL,Midwest
Cole,Boyle,M,5/20/1987,30.21,74,10/15/2008,2008,Wednesday,8.79,73652,19%,WI,Midwest
Jerald,Pogue,M,10/10/1995,21.81,82,12/25/2016,2016,Sunday,0.59,58719,10%,NE,Midwest
Tiffani,Staton,F,10/3/1987,29.84,55,3/1/2009,2009,Sunday,8.41,165617,3%,CA,West
Mervin,Collier,M,9/25/1962,54.88,83,11/25/2003,2003,Tuesday,13.68,48626,19%,NC,South
Isabell,Davenport,F,9/6/1986,30.91,55,8/20/2013,2013,Tuesday,3.94,58493,9%,KY,South
Marquetta,Randall,F,5/25/1969,48.21,55,12/18/2012,2012,Tuesday,4.61,82203,12%,KY,South
Richie,Higdon,M,8/5/1959,58.02,61,5/16/2014,2014,Friday,3.2,41140,0%,KY,South
Mitchel,Gulley,M,5/1/1994,23.26,76,4/26/2016,2016,Tuesday,1.25,144125,27%,CA,West
Leigh,Oakes,F,4/6/1991,26.33,41,5/3/2016,2016,Tuesday,1.24,165786,24%,NY,Northeast
Coy,Arias,M,11/26/1986,30.69,89,4/19/2009,2009,Sunday,8.28,58957,19%,MN,Midwest
Porter,Sorrell,M,9/3/1981,35.92,63,4/20/2005,2005,Wednesday,12.28,54980,14%,CT,Northeast
Orval,Camara,M,4/6/1987,30.33,78,5/21/2014,2014,Wednesday,3.19,150301,6%,OK,South
Seth,Somerville,M,3/26/1985,32.36,53,3/27/2009,2009,Friday,8.34,44173,29%,SD,Midwest
Brandon,Hardin,M,3/22/1983,34.38,56,12/29/2013,2013,Sunday,3.58,133053,24%,CA,West
Karina,Bethel,F,1/28/1975,42.53,59,12/19/2004,2004,Sunday,12.61,104919,11%,OH,Midwest
Titus,Everhart,M,10/8/1971,45.84,62,12/23/2002,2002,Monday,14.61,183804,20%,PA,Northeast
Daphne,Marquis,F,12/5/1967,49.68,46,6/18/2007,2007,Monday,10.12,73704,11%,NY,Northeast
Manuel,Wickham,M,5/3/1991,26.25,62,3/21/2015,2015,Saturday,2.36,174345,11%,MN,Midwest
Jerrell,Mohr,M,10/18/1963,53.81,62,11/9/1993,1993,Tuesday,23.73,111397,6%,KY,South
Leann,Henry,F,12/14/1968,48.65,40,12/21/2005,2005,Wednesday,11.61,133315,17%,WY,West
Letty,Roark,F,5/24/1973,44.21,55,9/25/2012,2012,Tuesday,4.84,198333,18%,NJ,Northeast
Rossie,Gregg,F,11/19/1966,50.72,51,4/5/2003,2003,Saturday,14.32,80966,4%,OK,South
Jared,Whitehead,M,4/25/1977,40.28,89,7/4/2017,2017,Tuesday,0.07,70009,27%,NY,Northeast
Sunni,English,F,4/21/1971,46.3,53,5/26/1998,1998,Tuesday,19.19,142049,4%,KS,Midwest
Sharla,Love,F,12/13/1972,44.65,47,7/13/2003,2003,Sunday,14.05,78421,17%,NC,South
Fern,Allen,F,7/21/1963,54.06,46,7/24/2017,2017,Monday,0.01,121834,19%,VT,Northeast
Nguyet,Stuckey,F,2/17/1992,25.46,54,1/17/2017,2017,Tuesday,0.53,144008,20%,TX,South
Lauren,Lentz,M,2/28/1962,55.45,61,4/12/1989,1989,Wednesday,28.31,170249,6%,CO,West
Lupe,Hulsey,M,8/19/1972,44.97,76,3/26/2006,2006,Sunday,11.35,83236,6%,IL,Midwest
Brandee,Thorn,F,9/7/1957,59.93,47,12/31/1990,1990,Monday,26.59,199145,5%,DE,South
Ernie,Ethridge,M,3/20/1990,27.38,68,6/7/2016,2016,Tuesday,1.14,156801,21%,NY,Northeast
Alan,Bisson,M,3/17/1974,43.39,58,7/29/2003,2003,Tuesday,14.01,77689,10%,LA,South
Vickey,Harter,F,9/12/1993,23.89,44,9/25/2014,2014,Thursday,2.84,83453,18%,MS,South
Chet,Morales,M,9/12/1984,32.9,74,8/1/2008,2008,Friday,8.99,110878,0%,VA,South
Lorretta,Brumfield,F,7/10/1978,39.08,50,7/26/2013,2013,Friday,4.01,84453,12%,CA,West
Timmy,Shade,M,1/3/1992,25.58,50,5/15/2015,2015,Friday,2.21,66178,28%,MA,Northeast
Rudy,Alger,F,3/10/1975,42.41,59,8/27/1997,1997,Wednesday,19.93,43650,0%,VT,Northeast
Annice,Arsenault,F,9/11/1963,53.92,43,5/18/2001,2001,Friday,16.21,173293,17%,OH,Midwest
Jona,Crumpton,F,6/21/1969,48.13,48,7/10/1998,1998,Friday,19.06,108185,13%,FL,South
Lindy,Barney,F,7/3/1971,46.1,50,1/27/2005,2005,Thursday,12.51,42052,24%,MN,Midwest
Oren,Heim,M,4/18/1988,29.3,87,2/11/2015,2015,Wednesday,2.46,174816,14%,SC,South
Cherly,Greenfield,F,10/8/1989,27.82,52,9/20/2012,2012,Thursday,4.85,123430,7%,KY,South
Katina,Milburn,F,6/28/1961,56.12,57,6/27/1982,1982,Sunday,35.11,66873,23%,MO,Midwest
Jefferson,Ethridge,M,6/5/1976,41.17,81,12/3/2015,2015,Thursday,1.65,138682,2%,MT,West
Jacqui,Landon,F,1/13/1983,34.56,51,8/22/2007,2007,Wednesday,9.94,166841,8%,NY,Northeast
Delmer,Mcrae,M,10/1/1963,53.86,72,5/9/2008,2008,Friday,9.22,141613,6%,NM,West
Kristyn,Livingston,F,6/22/1958,59.14,57,10/2/1982,1982,Saturday,34.84,69552,26%,IA,Midwest
Cordell,Cantu,M,12/12/1963,53.66,54,5/15/2003,2003,Thursday,14.21,158968,30%,IA,Midwest
Charissa,Noonan,F,8/9/1963,54.01,50,7/1/2015,2015,Wednesday,2.08,61024,5%,NE,Midwest
Oswaldo,Whitehurst,M,6/20/1962,55.14,87,8/25/1996,1996,Sunday,20.94,153945,19%,NV,West
Britt,Mouton,M,4/18/1989,28.3,77,5/11/2016,2016,Wednesday,1.21,187910,12%,OK,South
Kassie,Mayers,F,1/13/1960,57.58,41,6/24/2015,2015,Wednesday,2.1,177840,10%,CA,West
Kay,Orta,F,12/2/1968,48.68,52,12/4/1995,1995,Monday,21.66,42572,15%,MN,Midwest
Jessica,Glass,F,5/29/1985,32.19,59,9/5/2015,2015,Saturday,1.9,134809,28%,AR,South
Joaquin,Steffen,M,5/20/1971,46.22,83,10/31/1994,1994,Monday,22.76,188793,2%,OH,Midwest
Arlie,Egan,M,1/16/1962,55.57,71,2/11/2009,2009,Wednesday,8.46,64761,26%,CO,West
Valene,Hass,F,3/8/1975,42.42,60,8/11/2005,2005,Thursday,11.97,113095,15%,OH,Midwest
Faustina,Kessler,F,3/15/1974,43.4,41,2/26/1996,1996,Monday,21.43,129373,16%,CA,West
Erik,Worsham,M,1/18/1964,53.56,52,6/29/2011,2011,Wednesday,6.08,106702,20%,WA,West
Marquis,Shelly,M,3/14/1958,59.41,69,11/20/1994,1994,Sunday,22.7,166228,1%,FL,South
Brendon,Jarrett,M,4/17/1993,24.3,51,3/1/2015,2015,Sunday,2.41,123111,6%,NC,South
Rocky,Lee,M,1/7/1988,29.58,88,4/27/2017,2017,Thursday,0.25,156084,23%,GA,South
America,Cotton,F,2/13/1993,24.47,47,10/24/2015,2015,Saturday,1.76,56297,10%,CA,West
Laurice,Archie,F,1/17/1986,31.55,45,6/14/2012,2012,Thursday,5.12,108263,7%,TX,South
Marquetta,Baber,F,6/5/1971,46.18,48,2/23/1997,1997,Sunday,20.44,164544,7%,SC,South
Florance,Jay,F,3/11/1989,28.4,51,4/5/2010,2010,Monday,7.32,149169,28%,WY,West
Carmon,Bach,F,6/20/1992,25.12,40,6/8/2016,2016,Wednesday,1.14,84892,7%,NY,Northeast
Larry,Labelle,M,1/18/1996,21.54,69,3/28/2017,2017,Tuesday,0.33,198925,24%,WA,West
Valentine,Hale,M,6/6/1970,47.18,88,11/14/1991,1991,Thursday,25.72,43222,6%,CA,West
Seth,Berg,M,8/26/1979,37.95,51,5/29/2009,2009,Friday,8.17,101140,20%,UT,West
Charita,Meade,F,5/23/1979,38.21,50,1/18/2012,2012,Wednesday,5.53,64956,10%,MO,Midwest
Ricardo,Skipper,M,12/29/1987,29.6,86,7/24/2013,2013,Wednesday,4.01,150801,17%,LA,South
Camelia,Thiel,F,6/1/1988,29.18,56,9/5/2012,2012,Wednesday,4.9,71384,28%,MA,Northeast
Buck,Olvera,M,5/28/1981,36.19,86,11/15/2006,2006,Wednesday,10.71,85286,24%,NM,West
Glenda,Harwood,F,2/26/1996,21.43,51,5/26/2017,2017,Friday,0.17,106619,15%,CA,West
Rodrick,Bergman,M,7/7/1991,26.08,75,6/4/2013,2013,Tuesday,4.15,83509,23%,VA,South
Dario,Gresham,M,4/7/1980,37.33,64,5/7/2006,2006,Sunday,11.23,140173,8%,MS,South
Barney,Maguire,M,2/11/1978,39.48,82,12/24/2000,2000,Sunday,16.6,158181,27%,KS,Midwest
Garnett,Fries,F,7/30/1973,44.02,44,11/20/2001,2001,Tuesday,15.7,50161,25%,IA,Midwest
Arletta,Cecil,F,8/24/1968,48.96,59,9/11/2010,2010,Saturday,6.88,126202,0%,ID,West
Georgina,Hollins,F,1/11/1994,23.56,44,6/5/2016,2016,Sunday,1.15,112135,4%,TN,South
Edith,Goetz,F,7/11/1973,44.08,54,12/11/1997,1997,Thursday,19.64,142177,23%,FL,South
Lenita,Houser,F,5/20/1984,33.21,55,4/17/2014,2014,Thursday,3.28,118524,5%,WV,South
Delcie,Samuels,F,3/18/1989,28.38,48,12/10/2012,2012,Monday,4.63,60059,14%,IL,Midwest
Mi,Bragg,F,7/19/1995,22.04,45,10/16/2016,2016,Sunday,0.78,93726,16%,ID,West
Collin,Lang,M,12/31/1971,45.61,80,10/6/2007,2007,Saturday,9.82,87910,16%,OH,Midwest
Ricky,Nielson,M,11/5/1989,27.75,76,12/30/2012,2012,Sunday,4.58,169803,2%,KS,Midwest
Jon,Lynch,M,6/27/1977,40.11,87,6/27/2005,2005,Monday,12.09,120794,12%,NY,Northeast
Tamera,Beaman,F,11/18/1965,51.73,53,1/17/1998,1998,Saturday,19.54,107809,5%,SC,South
Georgeanna,Arellano,F,1/3/1959,58.61,48,11/6/1982,1982,Saturday,34.75,136795,15%,PA,Northeast
Craig,Jacks,M,3/13/1976,41.4,75,5/21/2010,2010,Friday,7.19,109748,21%,PA,Northeast
Priscila,Duarte,F,7/16/1965,52.07,49,6/5/2010,2010,Saturday,7.15,81152,0%,NE,Midwest
Earl,Partridge,M,10/16/1959,57.82,80,5/17/1987,1987,Sunday,30.22,126150,1%,GA,South
Huong,Cushman,F,8/15/1959,57.99,48,12/12/1985,1985,Thursday,31.65,103530,30%,MS,South
Jared,Hopson,M,2/21/1974,43.46,79,2/22/2014,2014,Saturday,3.43,184270,10%,TX,South
Isreal,Burkett,M,10/16/1995,21.8,64,6/4/2017,2017,Sunday,0.15,133408,12%,NC,South
Lionel,Slade,M,4/16/1969,48.32,57,5/18/2012,2012,Friday,5.2,141923,14%,WV,South
Marleen,Lord,F,1/9/1980,37.58,53,10/7/2014,2014,Tuesday,2.81,58593,9%,VT,Northeast
Andrew,Huntley,M,5/22/1961,56.22,57,2/27/1987,1987,Friday,30.44,191932,24%,PA,Northeast
Merilyn,Noe,F,8/5/1984,33,44,11/13/2010,2010,Saturday,6.71,51867,24%,TX,South
Eliseo,Spearman,M,2/26/1982,35.44,83,3/15/2013,2013,Friday,4.37,122209,6%,MO,Midwest
Wilfred,Mabe,M,1/12/1988,29.56,61,12/19/2009,2009,Saturday,7.61,150745,14%,WV,South
Junior,Dangelo,M,2/12/1960,57.5,71,4/16/1992,1992,Thursday,25.3,176455,11%,KS,Midwest
Wesley,Mclaurin,M,8/5/1975,42.01,82,2/17/2013,2013,Sunday,4.44,155369,4%,AK,West
Brad,Dobson,M,5/22/1962,55.22,82,3/10/1987,1987,Tuesday,30.41,160493,1%,IA,Midwest
Grady,Spurlock,M,7/24/1971,46.04,84,12/20/2002,2002,Friday,14.61,149525,15%,TX,South
Nichelle,Coombs,F,6/25/1978,39.12,50,8/29/2003,2003,Friday,13.92,199216,27%,NY,Northeast
Marjory,Silas,F,4/24/1964,53.3,44,12/15/2007,2007,Saturday,9.62,69781,26%,KY,South
Annika,Hendrick,F,9/2/1986,30.92,50,2/11/2014,2014,Tuesday,3.46,189169,10%,TN,South
Yoshiko,Snodgrass,F,2/10/1958,59.5,60,2/4/1984,1984,Saturday,33.5,147756,18%,LA,South
Janetta,Milligan,F,2/27/1991,26.43,41,2/4/2014,2014,Tuesday,3.48,151748,30%,MS,South
Isreal,Little,M,8/12/1995,21.98,81,10/26/2016,2016,Wednesday,0.75,90506,24%,AZ,West
Saul,Pearsall,M,12/31/1990,26.59,71,2/18/2016,2016,Thursday,1.44,52033,3%,MN,Midwest
Stacy,Becnel,M,4/13/1995,22.31,74,5/18/2016,2016,Wednesday,1.19,184043,0%,NE,Midwest
Lucia,Hawkins,F,10/21/1958,58.81,51,2/1/1988,1988,Monday,29.51,88240,23%,NC,South
Elnora,Perreault,F,4/13/1988,29.31,40,4/6/2010,2010,Tuesday,7.32,184974,15%,SC,South
Lavern,Brice,F,1/22/1985,32.53,56,8/26/2007,2007,Sunday,9.93,96794,4%,FL,South
Jerold,Horning,M,5/17/1975,42.23,88,1/17/1998,1998,Saturday,19.54,65268,22%,AL,South
Krystal,Salisbury,F,7/1/1964,53.11,48,11/25/2014,2014,Tuesday,2.67,118039,16%,MN,Midwest
Carlota,Doran,F,5/26/1988,29.19,57,1/26/2012,2012,Thursday,5.51,155148,25%,UT,West
Magan,Rivers,F,10/8/1993,23.82,49,12/14/2015,2015,Monday,1.62,47561,15%,VA,South
Nancey,East,F,9/9/1966,50.92,48,1/30/1998,1998,Friday,19.5,189101,25%,IN,Midwest
Daisey,Brittain,F,5/15/1960,57.24,48,5/11/2004,2004,Tuesday,13.22,178146,29%,OH,Midwest
Evie,Gonzales,F,12/5/1993,23.66,43,4/9/2016,2016,Saturday,1.3,160022,19%,VT,Northeast
Federico,Barnhart,M,10/26/1959,57.79,82,7/10/1999,1999,Saturday,18.06,157353,5%,CA,West
Beverlee,Merrell,F,3/10/1960,57.42,55,6/1/1984,1984,Friday,33.18,166485,18%,PA,Northeast
Jefferey,Ballinger,M,12/29/1981,35.6,72,12/25/2004,2004,Saturday,12.6,165720,9%,WV,South
Victor,Leslie,F,3/17/1974,43.39,49,12/26/2006,2006,Tuesday,10.59,158122,24%,MI,Midwest
Maynard,Judge,M,1/22/1958,59.55,71,2/7/1984,1984,Tuesday,33.49,160592,5%,OH,Midwest
Fatimah,Sayre,F,12/6/1966,50.68,58,2/19/2016,2016,Friday,1.44,44150,16%,IL,Midwest
Jarrod,Cho,M,12/23/1972,44.62,53,3/8/2000,2000,Wednesday,17.4,110574,5%,ND,Midwest
Brian,Small,M,5/24/1967,50.21,58,11/2/2015,2015,Monday,1.74,190005,14%,VA,South
Salvatore,Evers,M,2/15/1981,36.47,70,8/25/2007,2007,Saturday,9.93,185609,15%,NY,Northeast
Carolyn,Sloan,F,8/9/1959,58.01,59,6/18/2000,2000,Sunday,17.12,127107,23%,MN,Midwest
Lionel,Haag,M,5/13/1960,57.25,71,12/31/1996,1996,Tuesday,20.59,67679,5%,KY,South
Pilar,Elkins,F,1/9/1983,34.57,44,1/9/2011,2011,Sunday,6.55,60757,20%,FL,South
Lauralee,Gee,F,12/6/1958,58.68,57,2/8/1983,1983,Tuesday,34.49,107140,23%,AL,South
Ollie,Petrie,M,12/21/1969,47.63,67,12/18/2014,2014,Thursday,2.61,41146,23%,AR,South
Michel,Lay,F,3/2/1996,21.42,53,3/18/2017,2017,Saturday,0.36,49664,1%,TX,South
Lura,Mcqueen,F,7/10/1982,35.07,52,9/21/2013,2013,Saturday,3.85,182499,27%,FL,South
Nick,Light,M,1/6/1973,44.59,88,8/5/2006,2006,Saturday,10.99,58827,27%,WA,West
Mellisa,Savage,F,6/7/1991,26.16,40,9/9/2012,2012,Sunday,4.88,75339,2%,VA,South
Latricia,Parris,F,12/23/1981,35.62,48,9/12/2009,2009,Saturday,7.88,159310,30%,PA,Northeast
Benedict,Noe,M,8/21/1976,40.96,76,6/1/2002,2002,Saturday,15.17,56880,9%,UT,West
Antonio,Grimm,M,4/3/1964,53.35,67,9/28/2009,2009,Monday,7.84,185722,0%,OR,West
Jesus,Bergstrom,M,7/11/1959,58.09,76,4/23/1997,1997,Wednesday,20.28,164541,22%,FL,South
Ervin,Liddell,M,4/11/1961,56.33,52,8/22/2001,2001,Wednesday,15.94,122058,9%,NY,Northeast
Maud,Crawford,F,12/28/1966,50.62,59,10/30/2000,2000,Monday,16.75,157584,29%,CA,West
Alice,Thames,F,3/9/1986,31.41,43,7/28/2008,2008,Monday,9.01,116776,21%,WI,Midwest
Florene,Slack,F,4/20/1966,51.31,51,11/30/2002,2002,Saturday,14.67,191886,9%,MT,West
Heath,Barrett,M,1/14/1983,34.56,55,11/3/2005,2005,Thursday,11.74,138502,3%,IN,Midwest
Ardelle,Rowley,F,7/21/1965,52.05,45,1/28/2014,2014,Tuesday,3.5,172822,4%,IL,Midwest
Patricia,Taggart,F,8/20/1990,26.96,46,10/25/2016,2016,Tuesday,0.76,77353,10%,NC,South
Brooks,Quick,M,1/5/1968,49.59,53,2/14/1992,1992,Friday,25.47,171288,24%,CA,West
Shelton,Sturm,M,4/16/1965,52.32,66,2/4/1987,1987,Wednesday,30.5,176895,16%,OH,Midwest
Earnest,Whitmire,M,2/27/1975,42.44,78,1/9/2015,2015,Friday,2.55,167838,13%,MI,Midwest
Wendell,Toler,M,2/24/1964,53.46,57,8/10/2001,2001,Friday,15.98,121719,0%,AZ,West
Jarrett,Shaffer,M,6/28/1960,57.12,50,6/6/1983,1983,Monday,34.17,149947,13%,NC,South
Philomena,Briley,F,6/14/1987,30.14,57,1/10/2014,2014,Friday,3.55,105645,29%,MS,South
Jerilyn,Will,F,1/7/1970,47.59,52,12/1/2014,2014,Monday,2.66,187408,14%,MD,South
Daryl,Yarborough,M,6/13/1986,31.15,69,7/9/2011,2011,Saturday,6.06,45549,8%,FL,South
Wanita,Leatherman,F,8/30/1959,57.95,44,9/12/2003,2003,Friday,13.88,150840,25%,MA,Northeast
Doris,Diggs,F,1/10/1959,58.59,54,6/1/1993,1993,Tuesday,24.17,185817,18%,CA,West
Lizabeth,Werner,F,3/2/1993,24.42,49,8/9/2014,2014,Saturday,2.97,58337,10%,IL,Midwest
Theron,Conrad,M,2/3/1977,40.51,51,12/19/2002,2002,Thursday,14.62,138423,12%,CA,West
Aline,Villanueva,F,1/25/1982,35.53,60,9/24/2003,2003,Wednesday,13.85,155228,10%,LA,South
Trenton,Salinas,M,11/20/1989,27.7,69,11/29/2012,2012,Thursday,4.66,163631,13%,OR,West
Macie,Valdes,F,1/20/1981,36.54,43,2/6/2017,2017,Monday,0.47,191966,2%,NJ,Northeast
Efrain,Rico,M,10/15/1987,29.81,90,10/17/2013,2013,Thursday,3.78,56325,30%,PA,Northeast
Dallas,Mccaskill,F,5/22/1986,31.21,53,5/23/2007,2007,Wednesday,10.19,125150,23%,MD,South
Kirsten,Snider,F,1/3/1981,36.59,60,12/20/2010,2010,Monday,6.61,162964,3%,MT,West
Mohammed,Mauro,M,12/5/1977,39.67,80,5/6/2008,2008,Tuesday,9.23,186662,11%,UT,West
Pearly,Sanborn,F,1/9/1988,29.57,55,10/25/2010,2010,Monday,6.76,134152,10%,TX,South
Lenora,Duarte,F,11/23/1970,46.71,60,1/10/1995,1995,Tuesday,22.56,65930,5%,MI,Midwest
Leif,Galvin,M,10/5/1994,22.83,55,5/4/2017,2017,Thursday,0.23,177850,13%,VA,South
Tanna,Kendall,F,6/10/1960,57.17,51,10/14/1982,1982,Thursday,34.81,190326,20%,OK,South
Stuart,Wallace,M,7/9/1962,55.09,87,5/29/2012,2012,Tuesday,5.17,178199,24%,TX,South
Todd,Burke,M,12/4/1992,24.66,85,9/23/2015,2015,Wednesday,1.85,128672,5%,CA,West
Sydney,Truitt,M,7/28/1962,55.04,60,7/6/2016,2016,Wednesday,1.06,84976,28%,OH,Midwest
Courtney,Wendt,M,1/21/1974,43.55,53,10/20/2007,2007,Saturday,9.78,62889,11%,MO,Midwest
Robbie,Sigmon,M,9/7/1969,47.92,64,10/8/2003,2003,Wednesday,13.81,58672,18%,MI,Midwest
Myrle,Wilhite,F,7/3/1993,24.08,50,12/25/2014,2014,Thursday,2.59,112759,1%,PA,Northeast
Edwin,Ventura,M,4/3/1977,40.35,83,7/26/2002,2002,Friday,15.02,176192,14%,MD,South
Riley,Ohara,M,8/31/1957,59.95,58,2/22/1990,1990,Thursday,27.45,178816,12%,TX,South
Ellis,Bentley,M,3/22/1966,51.39,59,4/30/2016,2016,Saturday,1.24,182184,19%,GA,South
Blake,Spinks,M,9/22/1972,44.88,65,4/7/2008,2008,Monday,9.31,128359,20%,ID,West
Guillermo,Fontaine,M,9/20/1961,55.89,74,2/28/1985,1985,Thursday,32.43,130996,19%,WI,Midwest
Maybell,Farrell,F,12/13/1957,59.66,60,1/4/1984,1984,Wednesday,33.59,189598,29%,IL,Midwest
Sharron,Craven,F,7/10/1982,35.07,58,6/29/2009,2009,Monday,8.08,84250,28%,ME,Northeast
Magali,Gregg,F,4/9/1970,47.33,43,11/17/1998,1998,Tuesday,18.71,178917,7%,PA,Northeast
Arthur,Waldrop,F,4/11/1961,56.33,51,8/30/2000,2000,Wednesday,16.92,109048,28%,NV,West
Cyril,Jefferson,M,12/20/1992,24.62,79,8/15/2014,2014,Friday,2.95,66262,14%,TX,South
Bradford,Ingalls,M,4/4/1986,31.34,90,4/13/2016,2016,Wednesday,1.29,101796,20%,MO,Midwest
Ira,Nathan,M,12/18/1967,49.64,81,10/9/1991,1991,Wednesday,25.82,103662,14%,KY,South
Lavonia,Santos,F,4/3/1968,49.35,40,2/11/2008,2008,Monday,9.47,122662,6%,AZ,West
Herschel,Willett,M,9/14/1993,23.88,50,6/17/2015,2015,Wednesday,2.12,61865,29%,WV,South
Catarina,Pitcher,F,10/18/1979,37.8,48,4/9/2011,2011,Saturday,6.31,45650,12%,IN,Midwest
Britt,Carrion,M,3/19/1987,30.38,66,7/13/2016,2016,Wednesday,1.04,40105,28%,PA,Northeast
Allan,Gatlin,M,6/20/1980,37.13,66,4/2/2004,2004,Friday,13.33,89308,24%,AL,South
Willie,Vue,M,6/5/1979,38.17,75,3/15/2007,2007,Thursday,10.38,73995,13%,PA,Northeast
Paul,Hinson,M,10/1/1980,36.85,59,9/17/2014,2014,Wednesday,2.86,153051,17%,CA,West
Alejandro,Maki,M,7/30/1991,26.01,71,5/27/2017,2017,Saturday,0.17,126537,25%,PA,Northeast
Nila,Frank,F,9/20/1981,35.88,50,6/18/2014,2014,Wednesday,3.11,84115,8%,MI,Midwest
Kimberli,Ogden,F,4/13/1960,57.33,53,10/13/1991,1991,Sunday,25.81,167270,25%,CT,Northeast
Merlin,Wilder,M,6/26/1963,54.13,85,4/29/2015,2015,Wednesday,2.25,160140,2%,TX,South
Jonathan,Halcomb,M,3/12/1984,33.4,83,6/15/2012,2012,Friday,5.12,84529,20%,WI,Midwest
Tracee,Rodrigues,F,4/18/1961,56.32,47,12/28/2011,2011,Wednesday,5.59,152365,1%,IL,Midwest
Cleotilde,Calhoun,F,9/29/1995,21.84,49,6/19/2017,2017,Monday,0.11,175842,25%,IA,Midwest
Marybelle,Peak,F,7/15/1995,22.05,60,10/18/2016,2016,Tuesday,0.78,174465,8%,PA,Northeast
Georgianna,Haugen,F,4/20/1988,29.29,44,2/19/2013,2013,Tuesday,4.44,121436,18%,MT,West
Maude,James,F,6/5/1972,45.18,43,1/16/2011,2011,Sunday,6.53,161997,24%,SC,South
Grady,Decker,M,3/31/1980,37.35,70,9/29/2013,2013,Sunday,3.83,145890,8%,NY,Northeast
Frederic,Roger,M,4/13/1984,33.31,65,9/30/2010,2010,Thursday,6.83,147483,8%,MA,Northeast
Josh,Turpin,M,10/9/1988,28.82,86,10/24/2011,2011,Monday,5.76,112892,22%,VA,South
Leo,Breeden,M,11/15/1995,21.72,69,3/3/2017,2017,Friday,0.4,176108,7%,NH,Northeast
Marcos,Bridges,M,6/24/1974,43.12,77,3/12/2013,2013,Tuesday,4.38,178130,19%,OH,Midwest
Reid,Jamieson,M,4/3/1969,48.35,60,9/26/2015,2015,Saturday,1.84,187054,8%,TX,South
Reid,Hardwick,M,7/27/1990,27.02,63,2/26/2012,2012,Sunday,5.42,105312,22%,NJ,Northeast
Galen,Harry,M,5/29/1959,58.21,90,1/23/1981,1981,Friday,36.53,65448,12%,NJ,Northeast
Rocky,Shin,M,1/8/1991,26.57,51,11/8/2014,2014,Saturday,2.72,150304,22%,MO,Midwest
Cedric,Hanes,M,9/17/1985,31.88,88,4/7/2012,2012,Saturday,5.31,109945,10%,NY,Northeast
Anthony,Gill,M,4/17/1960,57.32,57,12/9/1982,1982,Thursday,34.66,58394,24%,TX,South
Wesley,Benson,F,3/3/1991,26.42,55,10/10/2012,2012,Wednesday,4.8,120927,26%,FL,South
Ollie,Wilder,M,11/8/1974,42.75,86,7/10/2009,2009,Friday,8.05,119688,25%,MI,Midwest
Joseph,Coleman,M,3/22/1967,50.39,53,8/15/2011,2011,Monday,5.96,154332,7%,NV,West
